,X1,event.times,longitude,latitude,altitude,heart.rate,breathing.rate,activity,peak.acceleration,original
597,597,13:02:56,149.3958,-35.56695,902,188,17,0.41,2.75,real-sensor
598,598,13:02:57,149.3958,-35.56694,902,188,17,0.45,2.22,real-sensor
599,599,13:02:58,149.3958,-35.56693,902,188,17,0.4,2.45,real-sensor
600,600,13:02:59,149.3958,-35.56692,902,188,17,0.4,2.83,real-sensor
601,601,13:03:00,149.39581,-35.56692,902,188,17,0.44,3.13,real-sensor
602,602,13:03:01,149.39581,-35.56691,902,187,17,0.55,2.37,real-sensor
603,603,13:03:02,149.39581,-35.56691,902,187,17,0.42,2.54,real-sensor
604,604,13:03:03,149.395815,-35.566895,902,186,17,0.42,2.225,synthetic-interpolated
605,605,13:03:04,149.39582,-35.56688,902,185,17,0.42,1.91,real-sensor
606,606,13:03:05,149.39582,-35.566875,902,184.5,17,0.39,2.085,synthetic-interpolated
607,607,13:03:06,149.39582,-35.56687,902,184,17,0.36,2.26,real-sensor
608,608,13:03:07,149.39582,-35.56686,902,183,17,0.45,2.04,real-sensor
609,609,13:03:08,149.39583,-35.56685,902,182,17,0.41,2.96,real-sensor
610,610,13:03:09,149.39583,-35.566845,902,181,17,0.42,2.645,synthetic-interpolated
611,611,13:03:10,149.39583,-35.56684,902,180,17,0.43,2.33,real-sensor
612,612,13:03:11,149.39584,-35.56684,902,179,17,0.51,2.46,real-sensor
613,613,13:03:12,149.39585,-35.56683,902,178,17,0.43,1.91,real-sensor
614,614,13:03:13,149.39586,-35.56683,902,177,17,0.38,3.18,real-sensor
615,615,13:03:14,149.39586,-35.56682,902,176,17,0.39,2.59,real-sensor
616,616,13:03:15,149.39587,-35.56681,902,175,18,0.55,2.54,real-sensor
617,617,13:03:16,149.39588,-35.56681,902,174,18,0.43,2.67,real-sensor
618,618,13:03:17,149.395885,-35.566805,902,173,18,0.435,2.21,synthetic-interpolated
619,619,13:03:18,149.39589,-35.5668,902,172,18,0.44,1.75,real-sensor
620,620,13:03:19,149.3959,-35.56679,902,171,18,0.4,2.15,real-sensor
621,621,13:03:20,149.395905,-35.566785,902,171,17.5,0.41,2.555,synthetic-interpolated
622,622,13:03:21,149.39591,-35.56678,902,171,17,0.42,2.96,real-sensor
623,623,13:03:22,149.39592,-35.56677,902,170,17,0.43,1.19,real-sensor
624,624,13:03:23,149.39593,-35.56676,902,170,17,0.36,1.87,real-sensor
625,625,13:03:24,149.39593,-35.56676,902,169,17,0.43,2.91,real-sensor
626,626,13:03:25,149.39594,-35.56675,902,169,17,0.43,1.22,real-sensor
627,627,13:03:26,149.39595,-35.56674,902,169,17,0.4,2.85,real-sensor
628,628,13:03:27,149.39596,-35.56674,902,169,17,0.49,1.73,real-sensor
629,629,13:03:28,149.39596,-35.56673,902,169,17,0.38,2.37,real-sensor
630,630,13:03:29,149.39597,-35.56672,902,169,16,0.39,2.61,real-sensor
631,631,13:03:30,149.395975,-35.566715,902,168.5,16,0.425,2.225,synthetic-interpolated
632,632,13:03:31,149.39598,-35.56671,902,168,16,0.46,1.84,real-sensor
633,633,13:03:32,149.39599,-35.5667,902,168,16,0.665,2.845,synthetic-interpolated
634,634,13:03:33,149.396,-35.56669,902,168,16,0.87,3.85,real-sensor
635,635,13:03:34,149.39601,-35.56667,902,169,16,1.41,11.19,real-sensor
636,636,13:03:35,149.39603,-35.56665,902,170,16,1.19,2.57,real-sensor
637,637,13:03:36,149.39605,-35.56664,902,173,16,1.43,10.51,real-sensor
638,638,13:03:37,149.39608,-35.56663,902,176,16,1.49,4.2,real-sensor
639,639,13:03:38,149.3961,-35.56662,902,177,16,1.44,8.74,real-sensor
640,640,13:03:39,149.39613,-35.56661,901.5,177,16.5,1.6,9.31,synthetic-interpolated
641,641,13:03:40,149.39616,-35.5666,901,177,17,1.76,9.88,real-sensor
642,642,13:03:41,149.3962,-35.56658,901,178,19,1.99,12.81,real-sensor
643,643,13:03:42,149.39622,-35.56657,901,178,19,2.33,6.37,real-sensor
644,644,13:03:43,149.39624,-35.56655,901,177,20,2.22,11.65,real-sensor
645,645,13:03:44,149.3963033,-35.56652333,900.6666667,178.3333333,20.33333333,2.18,10.54,synthetic-interpolated
646,646,13:03:45,149.3963667,-35.56649667,900.3333333,179.6666667,20.66666667,2.14,9.43,synthetic-interpolated
647,647,13:03:46,149.39643,-35.56647,900,181,21,2.1,8.32,real-sensor
648,648,13:03:47,149.396475,-35.56645,900,181,21.5,1.85,8.065,synthetic-interpolated
649,649,13:03:48,149.39652,-35.56643,900,181,22,1.6,7.81,real-sensor
650,650,13:03:49,149.396545,-35.566415,900,181,22.5,1.645,6.125,synthetic-interpolated
651,651,13:03:50,149.39657,-35.5664,900,181,23,1.69,4.44,real-sensor
652,652,13:03:51,149.39658,-35.56639,900,181,24,1.1,1.8,real-sensor
653,653,13:03:52,149.3966,-35.56637,900,180,24,0.6,2.04,real-sensor
654,654,13:03:53,149.3966,-35.56637,900,180,24,0.36,1.98,real-sensor
655,655,13:03:54,149.3966,-35.56636,900,179,24,0.36,2.75,real-sensor
656,656,13:03:55,149.3966,-35.56636,901,178,23,0.43,2.31,real-sensor
657,657,13:03:56,149.39661,-35.56635,901,177,23,0.37,2.27,real-sensor
658,658,13:03:57,149.39661,-35.56633,901,177,23,0.39,2.48,real-sensor
659,659,13:03:58,149.396615,-35.566325,901,176,23,0.415,2.26,synthetic-interpolated
660,660,13:03:59,149.39662,-35.56632,901,175,23,0.44,2.04,real-sensor
661,661,13:04:00,149.39662,-35.5663,901,175,23,0.41,1.74,real-sensor
662,662,13:04:01,149.39663,-35.5663,901,177,22,0.35,0.69,real-sensor
663,663,13:04:02,149.39663,-35.56629,901,180,22,0.3,0.97,real-sensor
664,664,13:04:03,149.39664,-35.56629,901,184,22,0.3,0.96,real-sensor
665,665,13:04:04,149.39665,-35.56629,901,185,22,0.31,1.49,real-sensor
666,666,13:04:05,149.39665,-35.56628,901,185,21,0.3,0.9,real-sensor
667,667,13:04:06,149.39666,-35.566275,901,185,21,0.33,0.83,synthetic-interpolated
668,668,13:04:07,149.39667,-35.56627,901,185,21,0.36,0.76,synthetic-interpolated
669,669,13:04:08,149.39668,-35.566265,901,185,21,0.39,0.69,synthetic-interpolated
670,670,13:04:09,149.39669,-35.56626,901,185,21,0.42,0.62,real-sensor
671,671,13:04:10,149.3967,-35.56626,901,185,21,0.29,2.07,real-sensor
672,672,13:04:11,149.3967,-35.56625,901,185,21,0.37,0.97,real-sensor
673,673,13:04:12,149.39671,-35.56625,901,185,21,0.37,0.19,real-sensor
674,674,13:04:13,149.39671,-35.56624,901,190,20,0.09,0.08,real-sensor
675,675,13:04:14,149.396715,-35.56624,901,194.5,20,0.055,0.08,synthetic-interpolated
676,676,13:04:15,149.39672,-35.56624,901,199,20,0.02,0.08,real-sensor
